1,0,0,0,5,0,0,0.007,9,0,0,0.026,13,0,0,0.016,17,0,0,0.024
1,0,0.02,0,5,0,0.02,0.004,9,0,0.02,0.015,13,0,0.02,0.008,17,0,0.02,0.016
1,0,0.04,0,5,0,0.04,0.006,9,0,0.04,0.017,13,0,0.04,0.018,17,0,0.04,0.022
1,0,0.06,0,5,0,0.06,0.007,9,0,0.06,0.028,13,0,0.06,0.02,17,0,0.06,0.013
1,0,0.08,0,5,0,0.08,0.008,9,0,0.08,0.023,13,0,0.08,0.022,17,0,0.08,0.025
1,0,0.1,0,5,0,0.1,0.002,9,0,0.1,0,13,0,0.1,0.024,17,0,0.1,0.008
1,0,0.12,0,5,0,0.12,0.008,9,0,0.12,0.006,13,0,0.12,0.016,17,0,0.12,0.019
1,0,0.14,0,5,0,0.14,0,9,0,0.14,0.012,13,0,0.14,0.023,17,0,0.14,0.02
1,0,0.16,0,5,0,0.16,0.017,9,0,0.16,0.014,13,0,0.16,0.009,17,0,0.16,0.017
1,0,0.18,0,5,0,0.18,0.004,9,0,0.18,0.014,13,0,0.18,0.038,17,0,0.18,0.017
1,0,0.2,0,5,0,0.2,0.004,9,0,0.2,0.012,13,0,0.2,0.037,17,0,0.2,0.043
1,0.1,0,0,5,0.1,0,0.01,9,0.1,0,0.006,13,0.1,0,0.026,17,0.1,0,0.008
1,0.1,0.02,0,5,0.1,0.02,0.069,9,0.1,0.02,0.129,13,0.1,0.02,0.118,17,0.1,0.02,0.188
1,0.1,0.04,0,5,0.1,0.04,0.384,9,0.1,0.04,0.267,13,0.1,0.04,0.296,17,0.1,0.04,0.299
1,0.1,0.06,0,5,0.1,0.06,0.377,9,0.1,0.06,0.378,13,0.1,0.06,0.277,17,0.1,0.06,0.378
1,0.1,0.08,0,5,0.1,0.08,0.454,9,0.1,0.08,0.296,13,0.1,0.08,0.511,17,0.1,0.08,0.426
1,0.1,0.1,0,5,0.1,0.1,0.414,9,0.1,0.1,0.451,13,0.1,0.1,0.429,17,0.1,0.1,0.485
1,0.1,0.12,0,5,0.1,0.12,0.424,9,0.1,0.12,0.506,13,0.1,0.12,0.507,17,0.1,0.12,0.5
1,0.1,0.14,0,5,0.1,0.14,0.357,9,0.1,0.14,0.44,13,0.1,0.14,0.438,17,0.1,0.14,0.528
1,0.1,0.16,0,5,0.1,0.16,0.512,9,0.1,0.16,0.458,13,0.1,0.16,0.485,17,0.1,0.16,0.539
1,0.1,0.18,0,5,0.1,0.18,0.464,9,0.1,0.18,0.467,13,0.1,0.18,0.473,17,0.1,0.18,0.496
1,0.1,0.2,0,5,0.1,0.2,0.534,9,0.1,0.2,0.464,13,0.1,0.2,0.417,17,0.1,0.2,0.502
1,0.2,0,0,5,0.2,0,0.006,9,0.2,0,0.013,13,0.2,0,0.02,17,0.2,0,0.027
1,0.2,0.02,0,5,0.2,0.02,0.384,9,0.2,0.02,0.469,13,0.2,0.02,0.446,17,0.2,0.02,0.427
1,0.2,0.04,0,5,0.2,0.04,0.516,9,0.2,0.04,0.537,13,0.2,0.04,0.499,17,0.2,0.04,0.547
1,0.2,0.06,0,5,0.2,0.06,0.536,9,0.2,0.06,0.464,13,0.2,0.06,0.52,17,0.2,0.06,0.554
1,0.2,0.08,0,5,0.2,0.08,0.509,9,0.2,0.08,0.534,13,0.2,0.08,0.535,17,0.2,0.08,0.558
1,0.2,0.1,0,5,0.2,0.1,0.471,9,0.2,0.1,0.494,13,0.2,0.1,0.535,17,0.2,0.1,0.535
1,0.2,0.12,0,5,0.2,0.12,0.537,9,0.2,0.12,0.561,13,0.2,0.12,0.552,17,0.2,0.12,0.497
1,0.2,0.14,0,5,0.2,0.14,0.463,9,0.2,0.14,0.539,13,0.2,0.14,0.539,17,0.2,0.14,0.514
1,0.2,0.16,0,5,0.2,0.16,0.503,9,0.2,0.16,0.546,13,0.2,0.16,0.536,17,0.2,0.16,0.534
1,0.2,0.18,0,5,0.2,0.18,0.497,9,0.2,0.18,0.548,13,0.2,0.18,0.5,17,0.2,0.18,0.539
1,0.2,0.2,0,5,0.2,0.2,0.502,9,0.2,0.2,0.536,13,0.2,0.2,0.495,17,0.2,0.2,0.502
1,0.3,0,0,5,0.3,0,0.002,9,0.3,0,0.011,13,0.3,0,0.012,17,0.3,0,0.01
1,0.3,0.02,0,5,0.3,0.02,0.451,9,0.3,0.02,0.459,13,0.3,0.02,0.563,17,0.3,0.02,0.499
1,0.3,0.04,0,5,0.3,0.04,0.612,9,0.3,0.04,0.542,13,0.3,0.04,0.563,17,0.3,0.04,0.563
1,0.3,0.06,0,5,0.3,0.06,0.563,9,0.3,0.06,0.539,13,0.3,0.06,0.572,17,0.3,0.06,0.543
1,0.3,0.08,0,5,0.3,0.08,0.503,9,0.3,0.08,0.545,13,0.3,0.08,0.519,17,0.3,0.08,0.531
1,0.3,0.1,0,5,0.3,0.1,0.463,9,0.3,0.1,0.497,13,0.3,0.1,0.598,17,0.3,0.1,0.539
1,0.3,0.12,0,5,0.3,0.12,0.517,9,0.3,0.12,0.545,13,0.3,0.12,0.573,17,0.3,0.12,0.516
1,0.3,0.14,0,5,0.3,0.14,0.503,9,0.3,0.14,0.55,13,0.3,0.14,0.498,17,0.3,0.14,0.563
1,0.3,0.16,0,5,0.3,0.16,0.553,9,0.3,0.16,0.566,13,0.3,0.16,0.542,17,0.3,0.16,0.565
1,0.3,0.18,0,5,0.3,0.18,0.509,9,0.3,0.18,0.537,13,0.3,0.18,0.538,17,0.3,0.18,0.537
1,0.3,0.2,0,5,0.3,0.2,0.495,9,0.3,0.2,0.503,13,0.3,0.2,0.539,17,0.3,0.2,0.51
1,0.4,0,0,5,0.4,0,0.001,9,0.4,0,0.012,13,0.4,0,0.008,17,0.4,0,0.03
1,0.4,0.02,0,5,0.4,0.02,0.503,9,0.4,0.02,0.54,13,0.4,0.02,0.594,17,0.4,0.02,0.559
1,0.4,0.04,0,5,0.4,0.04,0.497,9,0.4,0.04,0.548,13,0.4,0.04,0.548,17,0.4,0.04,0.537
1,0.4,0.06,0,5,0.4,0.06,0.481,9,0.4,0.06,0.536,13,0.4,0.06,0.535,17,0.4,0.06,0.56
1,0.4,0.08,0,5,0.4,0.08,0.513,9,0.4,0.08,0.567,13,0.4,0.08,0.614,17,0.4,0.08,0.597
1,0.4,0.1,0,5,0.4,0.1,0.536,9,0.4,0.1,0.607,13,0.4,0.1,0.6,17,0.4,0.1,0.547
1,0.4,0.12,0,5,0.4,0.12,0.573,9,0.4,0.12,0.537,13,0.4,0.12,0.564,17,0.4,0.12,0.568
1,0.4,0.14,0,5,0.4,0.14,0.581,9,0.4,0.14,0.572,13,0.4,0.14,0.497,17,0.4,0.14,0.555
1,0.4,0.16,0,5,0.4,0.16,0.497,9,0.4,0.16,0.522,13,0.4,0.16,0.553,17,0.4,0.16,0.535
1,0.4,0.18,0,5,0.4,0.18,0.558,9,0.4,0.18,0.539,13,0.4,0.18,0.537,17,0.4,0.18,0.555
1,0.4,0.2,0,5,0.4,0.2,0.537,9,0.4,0.2,0.52,13,0.4,0.2,0.558,17,0.4,0.2,0.509
1,0.5,0,0,5,0.5,0,0.005,9,0.5,0,0.007,13,0.5,0,0.026,17,0.5,0,0.03
1,0.5,0.02,0,5,0.5,0.02,0.547,9,0.5,0.02,0.587,13,0.5,0.02,0.549,17,0.5,0.02,0.557
1,0.5,0.04,0,5,0.5,0.04,0.513,9,0.5,0.04,0.571,13,0.5,0.04,0.602,17,0.5,0.04,0.63
1,0.5,0.06,0,5,0.5,0.06,0.51,9,0.5,0.06,0.567,13,0.5,0.06,0.579,17,0.5,0.06,0.609
1,0.5,0.08,0,5,0.5,0.08,0.527,9,0.5,0.08,0.58,13,0.5,0.08,0.563,17,0.5,0.08,0.622
1,0.5,0.1,0,5,0.5,0.1,0.531,9,0.5,0.1,0.584,13,0.5,0.1,0.584,17,0.5,0.1,0.623
1,0.5,0.12,0,5,0.5,0.12,0.6,9,0.5,0.12,0.492,13,0.5,0.12,0.496,17,0.5,0.12,0.549
1,0.5,0.14,0,5,0.5,0.14,0.542,9,0.5,0.14,0.551,13,0.5,0.14,0.54,17,0.5,0.14,0.556
1,0.5,0.16,0,5,0.5,0.16,0.519,9,0.5,0.16,0.578,13,0.5,0.16,0.584,17,0.5,0.16,0.549
1,0.5,0.18,0,5,0.5,0.18,0.482,9,0.5,0.18,0.537,13,0.5,0.18,0.591,17,0.5,0.18,0.551
1,0.5,0.2,0,5,0.5,0.2,0.463,9,0.5,0.2,0.537,13,0.5,0.2,0.553,17,0.5,0.2,0.563
1,0.6,0,0,5,0.6,0,0.004,9,0.6,0,0.009,13,0.6,0,0.009,17,0.6,0,0.014
1,0.6,0.02,0,5,0.6,0.02,0.568,9,0.6,0.02,0.541,13,0.6,0.02,0.503,17,0.6,0.02,0.621
1,0.6,0.04,0,5,0.6,0.04,0.539,9,0.6,0.04,0.608,13,0.6,0.04,0.598,17,0.6,0.04,0.641
1,0.6,0.06,0,5,0.6,0.06,0.575,9,0.6,0.06,0.609,13,0.6,0.06,0.607,17,0.6,0.06,0.615
1,0.6,0.08,0,5,0.6,0.08,0.495,9,0.6,0.08,0.575,13,0.6,0.08,0.608,17,0.6,0.08,0.597
1,0.6,0.1,0,5,0.6,0.1,0.603,9,0.6,0.1,0.609,13,0.6,0.1,0.598,17,0.6,0.1,0.57
1,0.6,0.12,0,5,0.6,0.12,0.527,9,0.6,0.12,0.495,13,0.6,0.12,0.572,17,0.6,0.12,0.558
1,0.6,0.14,0,5,0.6,0.14,0.555,9,0.6,0.14,0.564,13,0.6,0.14,0.578,17,0.6,0.14,0.552
1,0.6,0.16,0,5,0.6,0.16,0.488,9,0.6,0.16,0.588,13,0.6,0.16,0.54,17,0.6,0.16,0.551
1,0.6,0.18,0,5,0.6,0.18,0.538,9,0.6,0.18,0.581,13,0.6,0.18,0.559,17,0.6,0.18,0.545
1,0.6,0.2,0,5,0.6,0.2,0.569,9,0.6,0.2,0.497,13,0.6,0.2,0.492,17,0.6,0.2,0.566
1,0.7,0,0,5,0.7,0,0.004,9,0.7,0,0.009,13,0.7,0,0.024,17,0.7,0,0.01
1,0.7,0.02,0,5,0.7,0.02,0.65,9,0.7,0.02,0.554,13,0.7,0.02,0.569,17,0.7,0.02,0.634
1,0.7,0.04,0,5,0.7,0.04,0.512,9,0.7,0.04,0.573,13,0.7,0.04,0.601,17,0.7,0.04,0.604
1,0.7,0.06,0,5,0.7,0.06,0.609,9,0.7,0.06,0.592,13,0.7,0.06,0.561,17,0.7,0.06,0.633
1,0.7,0.08,0,5,0.7,0.08,0.56,9,0.7,0.08,0.555,13,0.7,0.08,0.59,17,0.7,0.08,0.594
1,0.7,0.1,0,5,0.7,0.1,0.549,9,0.7,0.1,0.646,13,0.7,0.1,0.577,17,0.7,0.1,0.575
1,0.7,0.12,0,5,0.7,0.12,0.504,9,0.7,0.12,0.543,13,0.7,0.12,0.556,17,0.7,0.12,0.578
1,0.7,0.14,0,5,0.7,0.14,0.555,9,0.7,0.14,0.512,13,0.7,0.14,0.577,17,0.7,0.14,0.572
1,0.7,0.16,0,5,0.7,0.16,0.534,9,0.7,0.16,0.508,13,0.7,0.16,0.529,17,0.7,0.16,0.619
1,0.7,0.18,0,5,0.7,0.18,0.477,9,0.7,0.18,0.561,13,0.7,0.18,0.605,17,0.7,0.18,0.555
1,0.7,0.2,0,5,0.7,0.2,0.574,9,0.7,0.2,0.504,13,0.7,0.2,0.572,17,0.7,0.2,0.524
1,0.8,0,0,5,0.8,0,0.008,9,0.8,0,0.014,13,0.8,0,0.033,17,0.8,0,0.017
1,0.8,0.02,0,5,0.8,0.02,0.544,9,0.8,0.02,0.541,13,0.8,0.02,0.609,17,0.8,0.02,0.59
1,0.8,0.04,0,5,0.8,0.04,0.618,9,0.8,0.04,0.646,13,0.8,0.04,0.603,17,0.8,0.04,0.534
1,0.8,0.06,0,5,0.8,0.06,0.57,9,0.8,0.06,0.598,13,0.8,0.06,0.59,17,0.8,0.06,0.57
1,0.8,0.08,0,5,0.8,0.08,0.552,9,0.8,0.08,0.646,13,0.8,0.08,0.606,17,0.8,0.08,0.594
1,0.8,0.1,0,5,0.8,0.1,0.565,9,0.8,0.1,0.587,13,0.8,0.1,0.598,17,0.8,0.1,0.631
1,0.8,0.12,0,5,0.8,0.12,0.497,9,0.8,0.12,0.616,13,0.8,0.12,0.555,17,0.8,0.12,0.598
1,0.8,0.14,0,5,0.8,0.14,0.531,9,0.8,0.14,0.544,13,0.8,0.14,0.542,17,0.8,0.14,0.605
1,0.8,0.16,0,5,0.8,0.16,0.608,9,0.8,0.16,0.549,13,0.8,0.16,0.566,17,0.8,0.16,0.523
1,0.8,0.18,0,5,0.8,0.18,0.535,9,0.8,0.18,0.568,13,0.8,0.18,0.567,17,0.8,0.18,0.549
1,0.8,0.2,0,5,0.8,0.2,0.537,9,0.8,0.2,0.462,13,0.8,0.2,0.548,17,0.8,0.2,0.57
1,0.9,0,0,5,0.9,0,0.003,9,0.9,0,0.029,13,0.9,0,0.016,17,0.9,0,0.029
1,0.9,0.02,0,5,0.9,0.02,0.547,9,0.9,0.02,0.618,13,0.9,0.02,0.629,17,0.9,0.02,0.626
1,0.9,0.04,0,5,0.9,0.04,0.539,9,0.9,0.04,0.63,13,0.9,0.04,0.613,17,0.9,0.04,0.621
1,0.9,0.06,0,5,0.9,0.06,0.534,9,0.9,0.06,0.604,13,0.9,0.06,0.564,17,0.9,0.06,0.596
1,0.9,0.08,0,5,0.9,0.08,0.58,9,0.9,0.08,0.542,13,0.9,0.08,0.605,17,0.9,0.08,0.61
1,0.9,0.1,0,5,0.9,0.1,0.574,9,0.9,0.1,0.572,13,0.9,0.1,0.591,17,0.9,0.1,0.592
1,0.9,0.12,0,5,0.9,0.12,0.542,9,0.9,0.12,0.537,13,0.9,0.12,0.567,17,0.9,0.12,0.564
1,0.9,0.14,0,5,0.9,0.14,0.551,9,0.9,0.14,0.563,13,0.9,0.14,0.625,17,0.9,0.14,0.532
1,0.9,0.16,0,5,0.9,0.16,0.546,9,0.9,0.16,0.545,13,0.9,0.16,0.574,17,0.9,0.16,0.521
1,0.9,0.18,0,5,0.9,0.18,0.492,9,0.9,0.18,0.549,13,0.9,0.18,0.594,17,0.9,0.18,0.531
1,0.9,0.2,0,5,0.9,0.2,0.537,9,0.9,0.2,0.573,13,0.9,0.2,0.545,17,0.9,0.2,0.537
1,1,0,0,5,1,0,0.011,9,1,0,0.028,13,1,0,0.011,17,1,0,0.02
1,1,0.02,0,5,1,0.02,0.581,9,1,0.02,0.607,13,1,0.02,0.612,17,1,0.02,0.591
1,1,0.04,0,5,1,0.04,0.57,9,1,0.04,0.59,13,1,0.04,0.617,17,1,0.04,0.593
1,1,0.06,0,5,1,0.06,0.577,9,1,0.06,0.605,13,1,0.06,0.578,17,1,0.06,0.61
1,1,0.08,0,5,1,0.08,0.587,9,1,0.08,0.566,13,1,0.08,0.559,17,1,0.08,0.582
1,1,0.1,0,5,1,0.1,0.594,9,1,0.1,0.569,13,1,0.1,0.617,17,1,0.1,0.592
1,1,0.12,0,5,1,0.12,0.574,9,1,0.12,0.567,13,1,0.12,0.585,17,1,0.12,0.603
1,1,0.14,0,5,1,0.14,0.537,9,1,0.14,0.554,13,1,0.14,0.605,17,1,0.14,0.589
1,1,0.16,0,5,1,0.16,0.578,9,1,0.16,0.573,13,1,0.16,0.574,17,1,0.16,0.584
1,1,0.18,0,5,1,0.18,0.503,9,1,0.18,0.55,13,1,0.18,0.525,17,1,0.18,0.542
1,1,0.2,0,5,1,0.2,0.537,9,1,0.2,0.508,13,1,0.2,0.59,17,1,0.2,0.571
